SZA;CTO;AOD
22.525;307.5523;0.0993
22.525;307.4306;0.1033
22.525;307.2437;0.1077
22.525;307.1344;0.1116
22.525;307.0295;0.1152
21.532;305.178;0.1136
21.532;305.0904;0.1157
21.532;305.0158;0.1176
21.532;304.9463;0.1188
21.532;304.8688;0.1196
21.532;304.8042;0.1197
21.532;304.7618;0.1196
21.532;304.7279;0.1196
21.532;304.7546;0.1191
21.532;304.7945;0.1186
21.532;304.8469;0.1182
21.532;304.9136;0.118
21.532;305.0032;0.1179
21.532;305.1194;0.1183
21.532;305.2469;0.119
21.532;305.3931;0.1194
21.532;305.5651;0.1197
21.532;305.7485;0.1199
21.532;305.9583;0.12
21.532;306.1863;0.1199
21.532;306.4369;0.1196
21.532;306.7065;0.1191
21.532;306.9773;0.1187
21.532;307.2717;0.1182
21.532;307.5608;0.1177
21.532;307.8504;0.1172
21.532;308.1494;0.1167
21.532;308.4413;0.1161
21.532;308.713;0.1157
21.532;308.9807;0.1155
21.532;309.2391;0.1151
21.532;309.4973;0.1148
21.532;309.7684;0.1146
21.532;310.0473;0.1143
21.532;310.3323;0.1138
21.532;310.6211;0.1134
21.532;310.9033;0.113
21.532;311.1838;0.1127
21.532;311.4429;0.1122
21.532;311.7005;0.1118
21.532;311.9555;0.1113
21.532;312.2086;0.1108
21.532;312.465;0.1106
21.532;312.6981;0.1104
21.532;312.9228;0.1103
21.532;313.1284;0.1103
21.532;313.2948;0.1102
21.532;313.4326;0.1101
21.532;313.5605;0.11
21.532;313.6989;0.1099
21.532;313.8272;0.1098
21.532;313.9104;0.1098
21.532;313.9941;0.11
21.532;314.0496;0.1103
21.532;314.0801;0.1106
21.532;314.1267;0.1108
21.532;314.1511;0.1109
21.532;314.1558;0.1109
21.532;314.1575;0.1108
21.532;314.1815;0.1109
21.532;314.1777;0.1108
21.532;314.1236;0.1108
21.532;314.0577;0.1109
21.532;313.9752;0.111
21.532;313.8906;0.111
21.532;313.7909;0.1109
21.532;313.6637;0.1108
21.532;313.5197;0.1106
21.532;313.3424;0.1108
21.532;313.169;0.1108
21.532;312.98;0.1108
21.532;312.7898;0.1108
21.532;312.603;0.1108
21.532;312.4175;0.111
21.532;312.2233;0.1111
21.532;312.0202;0.1112
21.532;311.8205;0.1113
21.532;311.6252;0.1112
21.532;311.4269;0.1111
21.532;311.2355;0.1111
21.532;311.0539;0.1109
21.532;310.8861;0.1107
21.532;310.7163;0.1105
21.532;310.5594;0.1103
21.532;310.4111;0.1099
21.532;310.2707;0.1097
21.532;310.125;0.1093
21.532;309.985;0.1088
21.532;309.8688;0.1085
21.532;309.7547;0.108
21.532;309.6545;0.1075
21.532;309.5692;0.1068
21.532;309.5166;0.1062
21.532;309.4996;0.1056
21.532;309.4884;0.1048
21.532;309.4747;0.1039
21.532;309.4436;0.1029
21.532;309.4217;0.1019
21.532;309.4239;0.1006
21.532;309.5014;0.0993
21.532;309.5894;0.0978
21.532;309.6767;0.0959
21.532;309.7339;0.0935
21.532;309.7483;0.0896
21.532;309.7962;0.0844
21.532;309.7359;0.0775
21.532;309.4832;0.0691
21.532;309.025;0.061
21.532;308.2759;0.058
21.532;307.811;0.0589
21.532;307.6373;0.0655
21.532;307.6353;0.0756
21.532;307.726;0.0895
21.532;308.3266;0.1072
21.532;308.8364;0.1229
21.532;309.1613;0.1311
21.532;309.287;0.1347
21.532;309.2366;0.1363
21.532;309.1484;0.1373
21.532;309.0338;0.1377
21.532;308.9035;0.1383
21.532;308.7796;0.1387
21.532;308.6546;0.1392
21.532;308.5563;0.14
21.532;308.4597;0.1414
21.532;308.391;0.1433
21.532;308.3622;0.145
21.532;308.331;0.1465
21.532;308.3147;0.1469
21.532;308.3092;0.1469
21.532;308.3081;0.1465
21.532;308.3092;0.1457
21.532;308.3238;0.1447
21.532;308.3589;0.1436
21.532;308.3951;0.1426
21.532;308.4411;0.1414
21.532;308.486;0.1403
21.532;308.5253;0.1391
21.532;308.5563;0.1381
21.532;308.5861;0.1369
21.532;308.6211;0.1357
21.532;308.6346;0.1345
21.532;308.651;0.1335
21.532;308.6721;0.1329
21.532;308.6699;0.1323
21.532;308.6871;0.1319
21.532;308.6818;0.1315
21.532;308.6586;0.1312
21.532;308.6501;0.1307
21.532;308.6665;0.1305
21.532;308.6742;0.1303
21.532;308.6568;0.1301
21.532;308.6503;0.1298
21.532;308.6653;0.1296
21.532;308.6898;0.1295
21.532;308.7117;0.1294
21.532;308.7159;0.1293
21.532;308.7077;0.1291
21.532;308.6989;0.1291
21.532;308.7139;0.1291
21.532;308.7339;0.129
21.532;308.7567;0.1287
21.532;308.7904;0.1286
21.532;308.8424;0.1286
21.532;308.8964;0.1286
21.532;308.9464;0.129
21.532;309.0022;0.1294
21.532;309.0576;0.1299
21.532;309.1131;0.1304
21.532;309.1735;0.1306
21.532;309.239;0.1308
21.532;309.3014;0.131
21.532;309.3737;0.1313
21.532;309.4661;0.1314
21.532;309.5648;0.1316
21.532;309.6709;0.1318
21.532;309.7764;0.1319
21.532;309.8838;0.1321
21.532;309.9699;0.1321
21.532;310.051;0.1322
21.532;310.1277;0.1321
21.532;310.2036;0.1319
21.532;310.3022;0.1316
21.532;310.4208;0.1311
21.532;310.5265;0.1305
21.532;310.6016;0.1297
21.532;310.6678;0.129
21.532;310.7397;0.1284
21.532;310.83;0.1277
21.532;310.9564;0.127
21.532;311.0297;0.1262
21.532;311.0772;0.1253
21.532;311.1625;0.1245
21.532;311.2444;0.1239
21.532;311.2945;0.1233
21.532;311.3011;0.1226
21.532;311.3319;0.1221
21.532;311.3346;0.1219
21.532;311.3168;0.1218
21.532;311.3114;0.1217
21.532;311.2881;0.1216
21.532;311.2591;0.1216
21.532;311.2265;0.1218
21.532;311.1904;0.1221
21.532;311.1526;0.1224
21.532;311.104;0.1228
21.532;311.0527;0.1234
21.532;310.9861;0.124
21.532;310.9131;0.1246
21.532;310.8406;0.1251
21.532;310.7449;0.1252
21.532;310.6432;0.1252
21.532;310.5397;0.1253
21.532;310.4422;0.1254
21.532;310.3291;0.1254
21.532;310.2199;0.1254
21.532;310.1201;0.1254
21.532;310.0084;0.1255
21.532;309.9088;0.1256
21.532;309.8138;0.1258
21.532;309.7154;0.126
21.532;309.5967;0.1262
21.532;309.4916;0.1267
21.532;309.4042;0.1268
21.532;309.3097;0.1269
21.532;309.2237;0.1267
21.532;309.1284;0.1261
21.532;309.0314;0.1254
21.532;308.9269;0.1248
21.532;308.8238;0.1242
21.532;308.7185;0.1237
21.532;308.5816;0.1233
21.532;308.457;0.1227
21.532;308.3386;0.1222
21.532;308.1958;0.1216
21.532;308.0937;0.121
21.532;307.9765;0.1203
21.532;307.8392;0.1197
21.532;307.7185;0.1191
21.532;307.6238;0.1188
21.532;307.5154;0.1183
21.532;307.3752;0.1178
21.532;307.2477;0.1173
21.532;307.124;0.1168
21.532;307.0108;0.1164
21.532;306.8979;0.1161
21.532;306.7755;0.1159
21.532;306.6479;0.1157
21.532;306.5329;0.1155
21.532;306.4457;0.1154
21.532;306.3723;0.1152
21.532;306.3064;0.1151
21.532;306.2495;0.1151
21.532;306.2116;0.115
21.532;306.1872;0.115
21.532;306.1788;0.1151
21.532;306.1935;0.1152
21.532;306.2198;0.1154
21.532;306.2554;0.1154
21.532;306.3004;0.1155
21.532;306.3584;0.1155
21.532;306.4266;0.1155
21.532;306.5068;0.1156
21.532;306.5923;0.1156
21.532;306.6873;0.1157
21.532;306.7994;0.116
21.532;306.9165;0.1163
21.532;307.0369;0.1167
21.532;307.177;0.117
21.532;307.3247;0.1175
21.532;307.4785;0.1181
21.532;307.6401;0.1186
21.532;307.8295;0.1191
21.532;308.0445;0.1195
21.532;308.2538;0.1199
21.532;308.4422;0.1201
21.532;308.636;0.1205
21.532;308.8399;0.1207
21.532;309.0685;0.1208
21.532;309.3218;0.1209
21.532;309.5338;0.1207
21.532;309.7273;0.1205
21.532;309.9466;0.1204
21.532;310.166;0.1203
21.532;310.3628;0.1202
21.532;310.5275;0.1199
21.532;310.7093;0.1198
21.532;310.8661;0.1196
21.532;311.0111;0.1195
21.532;311.1656;0.1194
21.532;311.3043;0.1192
21.532;311.4356;0.1192
21.532;311.5659;0.1193
21.532;311.6781;0.1196
21.532;311.7835;0.1198
21.532;311.878;0.12
21.532;311.977;0.1205
21.532;312.0613;0.1211
21.532;312.1323;0.1219
21.532;312.2081;0.1229
21.532;312.2595;0.124
21.532;312.3028;0.1251
21.532;312.3445;0.1262
21.532;312.3742;0.1271
21.532;312.3898;0.1277
21.532;312.4057;0.1284
21.532;312.4284;0.1289
21.532;312.4501;0.1294
21.532;312.4524;0.1295
21.532;312.4538;0.1296
21.532;312.4642;0.1295
21.532;312.4662;0.1293
21.532;312.4758;0.1289
21.532;312.4877;0.1283
21.532;312.4921;0.1277
21.532;312.5201;0.1274
21.532;312.5551;0.1271
21.532;312.5941;0.1269
21.532;312.6334;0.1266
21.532;312.685;0.1259
21.532;312.7165;0.1251
21.532;312.682;0.1241
21.532;312.6647;0.1228
21.532;312.5375;0.1207
21.532;312.2368;0.1165
21.532;311.9112;0.1122
21.532;311.7452;0.1094
21.532;311.6738;0.1099
21.532;311.7453;0.1173
21.532;311.8575;0.125
21.532;311.765;0.1312
21.532;311.5193;0.1367
21.532;311.2484;0.1414
21.532;310.9868;0.1443
21.532;310.7296;0.1464
21.532;310.4651;0.1475
21.532;310.1855;0.148
21.532;309.8997;0.1483
21.532;309.6029;0.148
21.532;309.3157;0.1474
21.532;309.0291;0.1461
21.532;308.7612;0.1443
21.532;308.5103;0.1423
21.532;308.2608;0.1398
21.532;308.0026;0.1372
21.532;307.7284;0.1342
21.532;307.4386;0.1308
21.532;307.1535;0.1273
21.532;306.9152;0.1234
21.532;306.6618;0.1189
21.532;306.3033;0.1126
21.532;305.8066;0.1038
21.532;305.4408;0.0958
21.532;305.3999;0.0945
21.532;305.4889;0.0955
21.532;305.4687;0.0979
21.532;305.4285;0.1003
21.532;305.3687;0.1042
21.532;305.3092;0.1078
21.532;305.2532;0.111
20.539;303.5028;0.1094
20.539;303.4477;0.1117
20.539;303.4052;0.1135
20.539;303.3704;0.1147
20.539;303.33;0.1153
20.539;303.3053;0.1155
20.539;303.2987;0.1154
20.539;303.2981;0.115
20.539;303.3494;0.1143
20.539;303.4112;0.1138
20.539;303.4958;0.1135
20.539;303.5892;0.1133
20.539;303.7001;0.1134
20.539;303.8441;0.1137
20.539;304.0121;0.1142
20.539;304.1935;0.1147
20.539;304.3973;0.1149
20.539;304.6192;0.1151
20.539;304.8619;0.1151
20.539;305.1074;0.1147
20.539;305.3761;0.1144
20.539;305.6398;0.1141
20.539;305.9094;0.1138
20.539;306.2036;0.1136
20.539;306.489;0.1133
20.539;306.7762;0.113
20.539;307.0542;0.1125
20.539;307.3349;0.1119
20.539;307.6055;0.1115
20.539;307.8735;0.1111
20.539;308.1382;0.1108
20.539;308.4088;0.1104
20.539;308.6841;0.11
20.539;308.9533;0.1097
20.539;309.2266;0.1092
20.539;309.5036;0.1089
20.539;309.7738;0.1085
20.539;310.0388;0.1083
20.539;310.2824;0.1077
20.539;310.5195;0.1073
20.539;310.7488;0.1069
20.539;310.9769;0.1064
20.539;311.2037;0.1063
20.539;311.4139;0.1061
20.539;311.6199;0.1059
20.539;311.7868;0.1058
20.539;311.9318;0.1058
20.539;312.0382;0.1057
20.539;312.1204;0.1056
20.539;312.2148;0.1055
20.539;312.2817;0.1055
20.539;312.3516;0.1055
20.539;312.3898;0.1055
20.539;312.4031;0.1055
20.539;312.4205;0.1056
20.539;312.4403;0.1055
20.539;312.4168;0.1053
20.539;312.3959;0.1053
20.539;312.368;0.1054
20.539;312.3391;0.1056
20.539;312.2603;0.1056
20.539;312.1791;0.1056
20.539;312.0962;0.1057
20.539;312.0025;0.1055
20.539;311.8984;0.1054
20.539;311.7545;0.1051
20.539;311.5952;0.1048
20.539;311.4393;0.1045
20.539;311.2633;0.1046
20.539;311.081;0.1046
20.539;310.8821;0.1046
20.539;310.6758;0.1045
20.539;310.4691;0.1044
20.539;310.2506;0.1042
20.539;310.0179;0.1041
20.539;309.7838;0.1039
20.539;309.5612;0.1037
20.539;309.3497;0.1036
20.539;309.1368;0.1034
20.539;308.9335;0.1034
20.539;308.7381;0.1033
20.539;308.5569;0.1031
20.539;308.3784;0.1028
20.539;308.2013;0.1026
20.539;308.0299;0.1023
20.539;307.8675;0.1021
20.539;307.7076;0.1016
20.539;307.5507;0.1013
20.539;307.4153;0.1011
20.539;307.2863;0.1006
20.539;307.1835;0.1001
20.539;307.1021;0.0994
20.539;307.0335;0.0987
20.539;306.999;0.098
20.539;306.9962;0.0975
20.539;307.0066;0.0969
20.539;306.9707;0.0962
20.539;306.9367;0.0955
20.539;306.9219;0.0946
20.539;306.9807;0.0938
20.539;307.0957;0.0928
20.539;307.1892;0.0914
20.539;307.2414;0.0895
20.539;307.2503;0.0863
20.539;307.3218;0.0819
20.539;307.2419;0.0753
20.539;306.931;0.0673
20.539;306.4326;0.061
20.539;305.6431;0.06
20.539;305.1116;0.0639
20.539;304.9982;0.0739
20.539;305.1139;0.0868
20.539;305.3537;0.1019
20.539;305.796;0.1163
20.539;306.1334;0.1272
20.539;306.2892;0.1318
20.539;306.3238;0.133
20.539;306.3685;0.133
20.539;306.2847;0.134
20.539;306.1615;0.1348
20.539;306.0345;0.1359
20.539;305.9373;0.1368
20.539;305.8365;0.1379
20.539;305.766;0.139
20.539;305.6934;0.1404
20.539;305.6516;0.1422
20.539;305.6534;0.1438
20.539;305.6561;0.1451
20.539;305.6818;0.1454
20.539;305.7145;0.1452
20.539;305.7593;0.1444
20.539;305.8094;0.1434
20.539;305.8634;0.1422
20.539;305.9257;0.1412
20.539;305.9941;0.14
20.539;306.0589;0.1386
20.539;306.1537;0.1372
20.539;306.2244;0.1359
20.539;306.2667;0.1347
20.539;306.3142;0.1333
20.539;306.3408;0.132
20.539;306.3919;0.1309
20.539;306.4107;0.1301
20.539;306.4342;0.1296
20.539;306.4611;0.129
20.539;306.486;0.1284
20.539;306.468;0.128
20.539;306.4712;0.1277
20.539;306.4918;0.1275
20.539;306.507;0.1273
20.539;306.4789;0.1271
20.539;306.475;0.1268
20.539;306.4806;0.1264
20.539;306.4948;0.1261
20.539;306.5035;0.1258
20.539;306.4805;0.1255
20.539;306.4593;0.1252
20.539;306.4532;0.1251
20.539;306.4547;0.125
20.539;306.4672;0.1248
20.539;306.4864;0.1245
20.539;306.5056;0.1242
20.539;306.5339;0.124
20.539;306.5626;0.124
20.539;306.5793;0.124
20.539;306.5863;0.1241
20.539;306.6013;0.1241
20.539;306.619;0.1243
20.539;306.6311;0.1245
20.539;306.6524;0.1247
20.539;306.6767;0.1248
20.539;306.7023;0.125
20.539;306.7473;0.1252
20.539;306.8003;0.1253
20.539;306.8616;0.1254
20.539;306.9323;0.1255
20.539;307.0018;0.1256
20.539;307.0638;0.1256
20.539;307.1074;0.1255
20.539;307.1458;0.1253
20.539;307.1852;0.125
20.539;307.2232;0.1246
20.539;307.258;0.1241
20.539;307.3112;0.1234
20.539;307.3838;0.1228
20.539;307.4594;0.1223
20.539;307.4964;0.1217
20.539;307.5266;0.1211
20.539;307.5527;0.1203
20.539;307.6063;0.1195
20.539;307.6872;0.1188
20.539;307.7066;0.1179
20.539;307.7248;0.1171
20.539;307.749;0.1164
20.539;307.7974;0.116
20.539;307.773;0.1154
20.539;307.7434;0.115
20.539;307.7367;0.115
20.539;307.7077;0.1148
20.539;307.632;0.1146
20.539;307.6015;0.1146
20.539;307.5241;0.1148
20.539;307.4674;0.1153
20.539;307.4232;0.116
20.539;307.364;0.1169
20.539;307.3232;0.1178
20.539;307.2425;0.1187
20.539;307.1665;0.1197
20.539;307.0967;0.1207
20.539;307.0137;0.1213
20.539;306.9154;0.1216
20.539;306.824;0.122
20.539;306.728;0.1222
20.539;306.6282;0.1224
20.539;306.5162;0.1226
20.539;306.415;0.1226
20.539;306.328;0.1227
20.539;306.2362;0.1227
20.539;306.1438;0.1227
20.539;306.0481;0.1227
20.539;305.9675;0.1226
20.539;305.8813;0.1226
20.539;305.7951;0.1228
20.539;305.7321;0.1227
20.539;305.6757;0.1225
20.539;305.6005;0.122
20.539;305.5543;0.1213
20.539;305.4836;0.1206
20.539;305.3995;0.12
20.539;305.326;0.1195
20.539;305.2199;0.119
20.539;305.1536;0.1185
20.539;305.0619;0.1177
20.539;304.9606;0.1171
20.539;304.8765;0.1165
20.539;304.8062;0.1157
20.539;304.6976;0.1148
20.539;304.6033;0.1142
20.539;304.5309;0.1137
20.539;304.4531;0.1132
20.539;304.3287;0.1126
20.539;304.2262;0.112
20.539;304.1314;0.1114
20.539;304.0242;0.1108
20.539;303.9128;0.1104
20.539;303.7731;0.1101
20.539;303.6483;0.1099
20.539;303.545;0.1096
20.539;303.4573;0.1093
20.539;303.3767;0.1092
20.539;303.3073;0.1091
20.539;303.2482;0.109
20.539;303.1955;0.109
20.539;303.1541;0.1088
20.539;303.1185;0.1087
20.539;303.1021;0.1086
20.539;303.1158;0.1086
20.539;303.1469;0.1086
20.539;303.1981;0.1086
20.539;303.266;0.1087
20.539;303.3431;0.1087
20.539;303.4267;0.1087
20.539;303.5272;0.1087
20.539;303.6348;0.1088
20.539;303.7509;0.1089
20.539;303.8848;0.1092
20.539;304.0252;0.1095
20.539;304.1608;0.1099
20.539;304.3135;0.1102
20.539;304.4689;0.1107
20.539;304.6306;0.1112
20.539;304.7979;0.1116
20.539;304.9722;0.112
20.539;305.1651;0.1124
20.539;305.379;0.1129
20.539;305.6;0.1135
20.539;305.7941;0.1139
20.539;305.984;0.114
20.539;306.1802;0.1141
20.539;306.3936;0.1142
20.539;306.6256;0.1143
20.539;306.8051;0.1142
20.539;306.9791;0.1141
20.539;307.1609;0.114
20.539;307.3606;0.1139
20.539;307.5019;0.1138
20.539;307.6352;0.1136
20.539;307.7848;0.1136
20.539;307.9184;0.1136
20.539;308.0117;0.1135
20.539;308.1413;0.1136
20.539;308.2358;0.1138
20.539;308.3476;0.1139
20.539;308.4418;0.1143
20.539;308.5179;0.1147
20.539;308.6074;0.1152
20.539;308.6698;0.1158
20.539;308.7335;0.1166
20.539;308.7895;0.1176
20.539;308.8361;0.1188
20.539;308.8702;0.1201
20.539;308.9053;0.1213
20.539;308.9296;0.1227
20.539;308.9383;0.1237
20.539;308.9347;0.1247
20.539;308.9331;0.1255
20.539;308.9466;0.126
20.539;308.9671;0.1263
20.539;308.967;0.1264
20.539;308.9568;0.1263
20.539;308.9765;0.126
20.539;309.0089;0.1258
20.539;309.0362;0.1253
20.539;309.0611;0.1249
20.539;309.0955;0.1244
20.539;309.14;0.1239
20.539;309.23;0.1235
20.539;309.3008;0.1231
20.539;309.3628;0.1226
20.539;309.4489;0.1218
20.539;309.4981;0.121
20.539;309.5435;0.1202
20.539;309.5706;0.1188
20.539;309.5632;0.1175
20.539;309.4967;0.1147
20.539;309.4065;0.1127
20.539;309.317;0.1128
20.539;309.2521;0.1142
20.539;309.2109;0.1191
20.539;309.1523;0.1255
20.539;308.9934;0.1318
20.539;308.8082;0.1377
20.539;308.5902;0.1423
20.539;308.3547;0.1449
20.539;308.111;0.1467
20.539;307.8516;0.1477
20.539;307.5991;0.1482
20.539;307.3512;0.1484
20.539;307.1062;0.1481
20.539;306.8644;0.1469
20.539;306.6226;0.1452
20.539;306.3904;0.1432
20.539;306.1669;0.1411
20.539;305.9606;0.1386
20.539;305.7677;0.1362
20.539;305.5715;0.1337
20.539;305.3507;0.131
20.539;305.108;0.1283
20.539;304.8904;0.1252
20.539;304.7006;0.122
20.539;304.4614;0.1184
20.539;304.1659;0.1132
20.539;303.9677;0.1072
20.539;303.7858;0.1035
20.539;303.6109;0.1003
20.539;303.3799;0.0987
20.539;303.3528;0.0982
20.539;303.4301;0.1009
20.539;303.5192;0.1042
20.539;303.5391;0.1069
19.547;301.8567;0.1069
19.547;301.8394;0.109
19.547;301.835;0.1104
19.547;301.8341;0.1111
19.547;301.8269;0.1113
19.547;301.8379;0.1113
19.547;301.8771;0.1111
19.547;301.9116;0.1106
19.547;301.9893;0.1099
19.547;302.074;0.1093
19.547;302.1789;0.109
19.547;302.3067;0.1088
19.547;302.4479;0.109
19.547;302.6175;0.1093
19.547;302.8132;0.1098
19.547;303.0442;0.1103
19.547;303.2854;0.1106
19.547;303.5399;0.1109
19.547;303.8041;0.1111
19.547;304.0652;0.1109
19.547;304.3315;0.1107
19.547;304.6;0.1104
19.547;304.8553;0.1101
19.547;305.1188;0.1098
19.547;305.3829;0.1095
19.547;305.6409;0.1091
19.547;305.9123;0.1084
19.547;306.193;0.1077
19.547;306.4646;0.1071
19.547;306.7297;0.1066
19.547;306.9985;0.1062
19.547;307.2651;0.1058
19.547;307.5282;0.1054
19.547;307.7833;0.1051
19.547;308.0446;0.1048
19.547;308.3056;0.1045
19.547;308.5578;0.1042
19.547;308.8074;0.1039
19.547;309.0408;0.1034
19.547;309.2676;0.1029
19.547;309.4671;0.1026
19.547;309.6636;0.1022
19.547;309.8563;0.102
19.547;310.0303;0.1018
19.547;310.1983;0.1018
19.547;310.3285;0.1017
19.547;310.4152;0.1018
19.547;310.5091;0.1018
19.547;310.5703;0.1017
19.547;310.6029;0.1015
19.547;310.6386;0.1014
19.547;310.6458;0.1013
19.547;310.6297;0.1009
19.547;310.6036;0.1006
19.547;310.5844;0.1004
19.547;310.5319;0.1001
19.547;310.4817;0.1
19.547;310.4243;0.1002
19.547;310.3518;0.1003
19.547;310.2659;0.1004
19.547;310.1732;0.1003
19.547;310.0718;0.1003
19.547;309.965;0.1003
19.547;309.8414;0.1
19.547;309.6963;0.0996
19.547;309.5452;0.0993
19.547;309.3842;0.0989
19.547;309.2172;0.0985
19.547;309.0208;0.0984
19.547;308.8155;0.0983
19.547;308.5947;0.0982
19.547;308.3532;0.098
19.547;308.1108;0.0976
19.547;307.8745;0.0972
19.547;307.6441;0.0969
19.547;307.4173;0.0967
19.547;307.1936;0.0964
19.547;306.9729;0.0962
19.547;306.7473;0.096
19.547;306.5286;0.096
19.547;306.3076;0.0958
19.547;306.0948;0.0955
19.547;305.8897;0.0952
19.547;305.6822;0.095
19.547;305.4691;0.0947
19.547;305.2562;0.0945
19.547;305.0553;0.0941
19.547;304.8857;0.0939
19.547;304.7572;0.0938
19.547;304.6389;0.0935
19.547;304.534;0.0931
19.547;304.4487;0.0924
19.547;304.3694;0.0918
19.547;304.3121;0.0911
19.547;304.2802;0.0909
19.547;304.2653;0.0906
19.547;304.241;0.0904
19.547;304.205;0.0902
19.547;304.1826;0.0898
19.547;304.2215;0.0894
19.547;304.3003;0.0887
19.547;304.3966;0.0877
19.547;304.451;0.0863
19.547;304.443;0.084
19.547;304.4871;0.0803
19.547;304.4183;0.074
19.547;304.0842;0.066
19.547;303.4891;0.0606
19.547;302.5851;0.0616
19.547;301.9783;0.0696
19.547;302.0533;0.0868
19.547;302.408;0.1012
19.547;302.6081;0.1163
19.547;302.8507;0.1259
19.547;303.0556;0.1316
19.547;303.0941;0.1331
19.547;303.0615;0.1321
19.547;303.0575;0.131
19.547;303.0036;0.1311
19.547;302.9453;0.1316
19.547;302.8884;0.1327
19.547;302.8267;0.1344
19.547;302.7525;0.1367
19.547;302.7108;0.1385
19.547;302.6671;0.1396
19.547;302.6514;0.1409
19.547;302.6709;0.1422
19.547;302.6941;0.1431
19.547;302.762;0.1434
19.547;302.8476;0.1431
19.547;302.9371;0.1423
19.547;303.042;0.1412
19.547;303.1524;0.1399
19.547;303.2647;0.1387
19.547;303.3768;0.1373
19.547;303.4767;0.1359
19.547;303.5679;0.1346
19.547;303.6742;0.1333
19.547;303.7552;0.132
19.547;303.8036;0.1307
19.547;303.8714;0.1295
19.547;303.9255;0.1285
19.547;303.9542;0.1277
19.547;303.9997;0.1272
19.547;304.0516;0.1266
19.547;304.0581;0.1261
19.547;304.0776;0.1256
19.547;304.1121;0.1252
19.547;304.1449;0.1249
19.547;304.1498;0.1244
19.547;304.1521;0.124
19.547;304.1722;0.1237
19.547;304.1905;0.1232
19.547;304.1838;0.1228
19.547;304.1575;0.1223
19.547;304.1384;0.1219
19.547;304.1284;0.1216
19.547;304.1243;0.1214
19.547;304.1297;0.1211
19.547;304.1415;0.1206
19.547;304.1486;0.1202
19.547;304.129;0.1197
19.547;304.112;0.1195
19.547;304.1025;0.1192
19.547;304.1016;0.119
19.547;304.0978;0.1188
19.547;304.0976;0.1187
19.547;304.0983;0.1186
19.547;304.0881;0.1187
19.547;304.0821;0.1188
19.547;304.0725;0.1189
19.547;304.0561;0.119
19.547;304.0578;0.119
19.547;304.0472;0.1189
19.547;304.0429;0.1189
19.547;304.0467;0.1188
19.547;304.0525;0.1187
19.547;304.0731;0.1186
19.547;304.1061;0.1185
19.547;304.1325;0.1182
19.547;304.1399;0.1177
19.547;304.1417;0.1171
19.547;304.1392;0.1165
19.547;304.1391;0.1159
19.547;304.1419;0.1153
19.547;304.154;0.1148
19.547;304.1792;0.1143
19.547;304.1808;0.1138
19.547;304.1626;0.1131
19.547;304.156;0.1123
19.547;304.1579;0.1116
19.547;304.1622;0.1109
19.547;304.1397;0.1102
19.547;304.0974;0.1096
19.547;304.0636;0.1092
19.547;304.0451;0.109
19.547;303.9653;0.1088
19.547;303.9114;0.1089
19.547;303.854;0.109
19.547;303.7661;0.1091
19.547;303.6792;0.1092
19.547;303.6146;0.1096
19.547;303.5119;0.1102
19.547;303.4154;0.1112
19.547;303.351;0.1124
19.547;303.2757;0.1139
19.547;303.2051;0.1154
19.547;303.1399;0.1168
19.547;303.065;0.118
19.547;302.9713;0.1187
19.547;302.8972;0.1193
19.547;302.8255;0.1198
19.547;302.7473;0.1204
19.547;302.6763;0.1206
19.547;302.6079;0.1206
19.547;302.5423;0.1205
19.547;302.4788;0.1204
19.547;302.4144;0.1202
19.547;302.3511;0.1198
19.547;302.2865;0.1195
19.547;302.2287;0.1193
19.547;302.1887;0.1191
19.547;302.1483;0.1189
19.547;302.121;0.1184
19.547;302.0978;0.1178
19.547;302.0592;0.1172
19.547;302.0034;0.1166
19.547;301.9709;0.1161
19.547;301.9347;0.1157
19.547;301.8711;0.1153
19.547;301.8342;0.1147
19.547;301.8021;0.1141
19.547;301.754;0.1132
19.547;301.701;0.1125
19.547;301.6605;0.1118
19.547;301.5878;0.111
19.547;301.5287;0.1103
19.547;301.4661;0.1097
19.547;301.3972;0.1092
19.547;301.3111;0.1086
19.547;301.222;0.1079
19.547;301.1348;0.1072
19.547;301.043;0.1068
19.547;300.9383;0.1063
19.547;300.821;0.1059
19.547;300.7176;0.1055
19.547;300.6371;0.105
19.547;300.5674;0.1046
19.547;300.5003;0.1043
19.547;300.434;0.1041
19.547;300.3749;0.104
19.547;300.3139;0.104
19.547;300.2572;0.1038
19.547;300.2192;0.1036
19.547;300.206;0.1035
19.547;300.2177;0.1035
19.547;300.2537;0.1034
19.547;300.3024;0.1033
19.547;300.3656;0.1033
19.547;300.4425;0.1033
19.547;300.5229;0.1032
19.547;300.6046;0.1031
19.547;300.7027;0.1031
19.547;300.8094;0.1032
19.547;300.919;0.1033
19.547;301.044;0.1035
19.547;301.1797;0.1036
19.547;301.3295;0.1038
19.547;301.4976;0.104
19.547;301.6682;0.1043
19.547;301.8307;0.1046
19.547;301.9972;0.105
19.547;302.167;0.1054
19.547;302.3424;0.1059
19.547;302.5245;0.1063
19.547;302.719;0.1068
19.547;302.9278;0.1073
19.547;303.1157;0.1076
19.547;303.2924;0.1078
19.547;303.4743;0.1079
19.547;303.6614;0.108
19.547;303.8506;0.108
19.547;304.0141;0.1079
19.547;304.1551;0.1077
19.547;304.3037;0.1076
19.547;304.4583;0.1077
19.547;304.5549;0.1075
19.547;304.667;0.1076
